,label
2291,0
2292,1
2293,0
2294,0
2295,3
2296,2
2297,0
2298,0
2299,2
2300,1
2301,1
2302,3
2303,1
2304,1
2305,0
2306,0
2307,2
2308,2
2309,0
2310,1
2311,1
2312,1
2313,0
2314,2
2315,0
2316,2
2317,1
2318,1
2319,0
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,1
2328,2
2329,0
2330,1
2331,3
2332,3
2333,2
2334,0
2335,1
2336,2
2337,1
2338,1
2339,4
2340,1
2341,0
2342,0
2343,3
2344,0
2345,1
2346,4
2347,0
2348,1
2349,0
2350,2
2351,4
2352,0
2353,2
2354,0
2355,0
2356,0
2357,2
2358,3
2359,1
2360,0
2361,0
2362,0
2363,0
2364,2
2365,0
2366,3
2367,0
2368,0
2369,2
2370,0
2371,1
2372,3
2373,2
2374,0
2375,1
2376,0
2377,3
2378,0
2379,2
2380,0
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,3
2388,0
2389,0
2390,0
2391,0
2392,3
2393,1
2394,1
2395,2
2396,1
2397,0
2398,2
2399,1
2400,0
2401,1
2402,3
2403,0
2404,3
2405,0
2406,1
2407,2
2408,0
2409,0
2410,2
2411,2
2412,0
2413,0
2414,0
2415,1
2416,3
2417,2
2418,3
2419,3
2420,2
2421,4
2422,2
2423,0
2424,3
2425,2
2426,3
2427,1
2428,0
2429,0
2430,0
2431,0
2432,2
2433,2
2434,0
2435,0
2436,2
2437,0
2438,0
2439,0
2440,0
2441,2
2442,2
2443,1
2444,0
2445,0
2446,3
2447,0
2448,0
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,2
2456,2
2457,0
2458,0
2459,3
2460,0
2461,0
2462,3
2463,2
2464,0
2465,2
2466,0
2467,1
2468,1
2469,0
2470,2
2471,3
2472,3
2473,3
2474,0
2475,0
2476,2
2477,0
2478,4
2479,3
2480,0
2481,3
2482,3
2483,0
2484,0
2485,0
2486,1
2487,0
2488,1
2489,1
2490,0
2491,0
2492,0
2493,2
2494,1
2495,1
2496,2
2497,1
2498,0
2499,0
2500,1
2501,4
2502,1
2503,4
2504,0
2505,1
2506,0
2507,2
2508,0
2509,0
2510,2
2511,3
2512,0
2513,3
2514,1
2515,2
2516,2
2517,0
2518,0
2519,2
2520,1
2521,1
2522,2
2523,0
2524,0
2525,1
2526,1
2527,1
2528,2
2529,1
2530,1
2531,1
2532,2
2533,0
2534,0
2535,0
2536,0
2537,0
2538,3
2539,0
2540,0
2541,1
2542,2
2543,0
2544,1
2545,1
2546,0
2547,2
2548,1
2549,3
2550,0
2551,2
2552,3
2553,2
2554,1
2555,2
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,0
2563,1
2564,0
2565,0
2566,1
2567,0
2568,3
2569,2
2570,2
2571,0
2572,0
2573,0
2574,0
2575,1
2576,1
2577,1
2578,0
2579,1
2580,1
2581,3
2582,0
2583,3
2584,0
2585,0
2586,2
2587,0
2588,2
2589,3
2590,3
2591,1
2592,1
2593,1
2594,0
2595,2
2596,0
2597,1
2598,4
2599,3
2600,1
2601,0
2602,3
2603,2
2604,1
2605,0
2606,2
2607,1
2608,2
2609,3
2610,1
2611,0
2612,2
2613,0
2614,1
2615,2
2616,0
2617,0
2618,0
2619,2
2620,2
2621,0
2622,3
2623,0
2624,3
2625,0
2626,0
2627,2
2628,0
2629,0
2630,1
2631,2
2632,1
2633,3
2634,1
2635,3
2636,2
2637,0
2638,3
2639,0
2640,0
2641,1
2642,3
2643,0
2644,0
2645,0
2646,0
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,1
2655,2
2656,3
2657,3
2658,0
2659,4
2660,0
2661,3
2662,0
2663,2
2664,0
2665,3
2666,2
2667,2
2668,2
2669,2
2670,2
2671,1
2672,0
2673,3
2674,0
2675,3
2676,2
2677,0
2678,3
2679,0
2680,1
2681,0
2682,2
2683,1
2684,2
2685,2
2686,2
2687,0
2688,3
2689,1
2690,1
2691,1
2692,0
2693,0
2694,2
2695,1
2696,2
2697,2
2698,3
2699,2
2700,3
2701,0
2702,0
2703,0
2704,2
2705,3
2706,3
2707,0
2708,0
2709,2
2710,0
2711,3
2712,0
2713,3
2714,0
2715,0
2716,2
2717,0
2718,0
2719,0
2720,2
2721,2
2722,3
2723,2
2724,2
2725,0
2726,1
2727,3
2728,1
2729,2
2730,3
2731,0
2732,0
2733,3
2734,2
2735,1
2736,0
2737,0
2738,0
2739,0
2740,3
2741,1
2742,0
2743,1
2744,0
2745,0
2746,1
2747,3
2748,2
2749,1
2750,0
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,0
2758,1
2759,4
2760,3
2761,1
2762,3
2763,4
2764,2
2765,0
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,1
2775,1
2776,0
2777,2
2778,3
2779,0
2780,3
2781,3
2782,3
2783,4
2784,2
2785,3
2786,0
2787,1
2788,0
2789,0
2790,2
2791,2
2792,1
2793,3
2794,0
2795,0
2796,2
2797,2
2798,1
2799,0
2800,0
2801,0
2802,0
2803,1
2804,3
2805,2
2806,0
2807,0
2808,3
2809,0
2810,3
2811,0
2812,1
2813,0
2814,1
2815,1
2816,0
2817,1
2818,0
2819,2
2820,0
2821,1
2822,0
2823,0
2824,0
2825,3
2826,0
2827,0
2828,0
2829,4
2830,1
2831,1
2832,1
2833,0
2834,0
2835,0
2836,4
2837,2
2838,2
2839,3
2840,0
2841,2
2842,3
2843,0
2844,2
2845,0
2846,0
2847,1
2848,1
2849,0
2850,4
2851,3
2852,2
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,2
2860,2
2861,0
2862,0
2863,0
2864,3
2865,1
2866,0
2867,0
2868,2
2869,4
2870,2
2871,2
2872,3
2873,3
2874,0
2875,1
2876,4
2877,3
2878,0
2879,1
2880,0
2881,0
2882,0
2883,2
2884,3
2885,0
2886,0
2887,0
2888,3
2889,3
2890,0
2891,0
2892,3
2893,2
2894,1
2895,2
2896,4
2897,0
2898,0
2899,1
2900,0
2901,2
2902,3
2903,2
2904,0
2905,1
2906,2
2907,3
2908,0
2909,1
2910,0
2911,2
2912,1
2913,2
2914,2
2915,3
2916,1
2917,4
2918,2
2919,0
2920,0
2921,3
2922,3
2923,2
2924,0
2925,0
2926,0
2927,2
2928,0
2929,3
2930,0
2931,1
2932,0
2933,4
2934,0
2935,1
2936,3
2937,1
2938,3
2939,1
2940,2
2941,0
2942,0
2943,1
2944,0
2945,0
2946,3
2947,0
2948,0
2949,0
2950,0
2951,4
2952,2
2953,0
2954,1
2955,3
2956,0
2957,2
2958,1
2959,1
2960,0
2961,2
2962,0
2963,1
2964,0
2965,0
2966,0
2967,1
2968,2
2969,0
2970,0
2971,3
2972,2
2973,0
2974,3
2975,0
2976,1
2977,0
2978,1
2979,2
2980,4
2981,0
2982,3
2983,0
2984,2
2985,0
2986,1
2987,0
2988,2
2989,0
2990,1
2991,0
2992,1
2993,3
2994,0
2995,0
2996,0
2997,1
2998,1
2999,0
3000,0
3001,0
3002,0
3003,3
3004,2
3005,0
3006,4
3007,0
3008,0
3009,0
3010,0
3011,3
3012,2
3013,1
3014,0
3015,0
3016,0
3017,2
3018,3
3019,3
3020,2
3021,3
3022,1
3023,3
3024,0
3025,1
3026,1
3027,2
3028,0
3029,0
3030,2
3031,3
3032,1
3033,2
3034,2
3035,0
3036,2
3037,2
3038,1
3039,0
3040,1
3041,2
3042,0
3043,1
3044,3
3045,2
3046,0
3047,2
3048,0
3049,2
3050,0
3051,2
3052,0
3053,3
3054,1
3055,1
3056,3
3057,1
3058,3
3059,0
3060,1
3061,0
3062,0
3063,3
3064,3
3065,0
3066,0
3067,1
3068,1
3069,0
3070,2
3071,0
3072,2
3073,0
3074,2
3075,2
3076,2
3077,1
3078,3
3079,1
3080,2
3081,2
3082,1
3083,3
3084,3
3085,2
3086,3
3087,0
3088,0
3089,1
3090,1
3091,2
3092,0
3093,2
3094,1
3095,0
3096,2
3097,2
3098,0
3099,0
3100,0
3101,1
3102,2
3103,0
3104,2
3105,2
3106,2
3107,3
3108,0
3109,3
3110,1
3111,0
3112,2
3113,1
3114,2
3115,0
3116,0
3117,1
3118,0
3119,3
3120,1
3121,3
3122,3
3123,0
3124,1
3125,1
3126,0
3127,3
3128,3
3129,3
3130,1
3131,3
3132,2
3133,3
3134,3
3135,2
3136,1
3137,0
3138,2
3139,0
3140,0
3141,0
3142,2
3143,0
3144,0
3145,1
3146,3
3147,0
3148,2
3149,2
3150,0
3151,0
3152,1
3153,0
3154,2
3155,3
3156,0
3157,4
3158,2
3159,3
3160,0
3161,1
3162,0
3163,0
3164,1
3165,0
3166,3
3167,0
3168,2
3169,2
3170,0
3171,0
3172,0
3173,2
3174,3
3175,2
3176,0
3177,0
3178,0
3179,1
3180,0
3181,1
3182,0
3183,3
3184,0
3185,2
3186,1
3187,0
3188,1
3189,0
3190,2
3191,1
3192,0
3193,2
3194,0
3195,2
3196,2
3197,2
3198,1
3199,1
3200,2
3201,0
3202,0
3203,2
3204,0
3205,0
3206,1
3207,3
3208,2
3209,3
3210,3
3211,2
3212,1
3213,1
3214,0
3215,0
3216,0
3217,1
3218,0
3219,1
3220,0
3221,0
3222,1
3223,2
3224,1
3225,2
3226,0
3227,0
3228,0
3229,3
3230,0
3231,0
3232,2
3233,3
3234,0
3235,3
3236,1
3237,0
3238,2
3239,0
3240,2
3241,1
3242,2
3243,0
3244,0
3245,0
3246,2
3247,2
3248,0
3249,2
3250,0
3251,3
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,1
3261,0
3262,3
3263,3
3264,0
3265,3
3266,0
3267,2
3268,0
3269,0
3270,3
3271,3
3272,1
3273,1
3274,1
3275,0
3276,0
3277,3
3278,2
3279,0
3280,0
3281,1
3282,1
3283,0
3284,0
3285,3
3286,1
3287,3
3288,4
3289,3
3290,2
3291,3
3292,0
3293,3
3294,0
3295,0
3296,2
3297,0
3298,2
3299,1
3300,0
3301,4
3302,3
3303,0
3304,2
3305,0
3306,0
3307,0
3308,2
3309,0
3310,0
3311,0
3312,1
3313,3
3314,0
3315,1
3316,1
3317,0
3318,2
3319,1
3320,0
3321,1
3322,1
3323,2
3324,0
3325,2
3326,1
3327,0
3328,0
3329,0
3330,1
3331,3
3332,0
3333,2
3334,2
3335,1
3336,0
3337,0
3338,2
3339,1
3340,0
3341,0
3342,2
3343,0
3344,3
3345,0
3346,0
3347,0
3348,1
3349,0
3350,3
3351,2
3352,3
3353,0
3354,2
3355,0
3356,0
3357,3
3358,0
3359,0
3360,0
3361,0
3362,2
3363,4
3364,0
3365,0
3366,2
3367,1
3368,1
3369,0
3370,0
3371,0
3372,3
3373,0
3374,0
3375,0
3376,3
3377,0
3378,3
3379,0
3380,4
3381,2
3382,4
3383,0
3384,2
3385,1
3386,0
3387,1
3388,1
3389,1
3390,0
3391,2
3392,2
3393,0
3394,2
3395,2
3396,0
3397,4
3398,0
3399,0
3400,3
3401,1
3402,2
3403,2
3404,0
3405,1
3406,3
3407,3
3408,0
3409,0
3410,1
3411,1
3412,1
3413,0
3414,2
3415,0
3416,1
3417,2
3418,0
3419,2
3420,0
3421,1
3422,0
3423,0
3424,2
3425,0
3426,2
3427,1
3428,1
3429,2
3430,0
3431,0
3432,0
3433,0
3434,3
3435,0
3436,0
3437,0
3438,3
3439,1
3440,3
3441,2
3442,0
3443,0
3444,0
3445,1
3446,0
3447,4
3448,0
3449,0
3450,0
3451,0
3452,1
3453,2
3454,2
3455,0
3456,0
3457,0
3458,2
3459,3
3460,1
3461,1
3462,2
3463,0
3464,0
3465,0
3466,1
3467,3
3468,1
3469,0
3470,1
3471,2
3472,2
3473,1
3474,2
3475,1
3476,0
3477,0
3478,0
3479,0
3480,0
3481,3
3482,2
3483,0
3484,2
3485,0
3486,0
3487,0
3488,0
3489,0
3490,2
3491,2
3492,4
3493,1
3494,1
3495,2
3496,0
3497,2
3498,1
3499,2
3500,0
3501,1
3502,1
3503,2
3504,0
3505,0
3506,0
3507,0
3508,0
3509,1
3510,0
3511,3
3512,0
3513,3
3514,3
3515,3
3516,0
3517,1
3518,0
3519,3
3520,2
3521,3
3522,0
3523,0
3524,0
3525,0
3526,0
3527,3
3528,4
3529,0
3530,2
3531,1
3532,0
3533,1
3534,1
3535,0
3536,3
3537,1
3538,0
3539,4
3540,1
3541,2
3542,0
3543,2
3544,2
3545,0
3546,3
3547,0
3548,3
3549,0
3550,4
3551,3
3552,0
3553,0
3554,2
3555,0
3556,0
3557,0
3558,1
3559,1
3560,3
3561,1
3562,0
3563,0
3564,0
3565,2
3566,3
3567,1
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,2
3576,0
3577,1
3578,3
3579,3
3580,2
3581,0
3582,1
3583,0
3584,2
3585,0
3586,1
3587,2
3588,2
3589,0
3590,0
3591,1
3592,0
3593,0
3594,2
3595,4
3596,0
3597,2
3598,0
3599,0
3600,0
3601,1
3602,0
3603,2
3604,3
3605,0
3606,0
3607,1
3608,0
3609,2
3610,2
3611,1
3612,3
3613,0
3614,0
3615,2
3616,0
3617,0
3618,0
3619,0
3620,3
3621,3
3622,3
3623,2
3624,2
3625,0
3626,3
3627,2
3628,3
3629,0
3630,0
3631,0
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,1
3640,2
3641,0
3642,2
3643,2
3644,1
3645,1
3646,1
3647,2
3648,4
3649,0
3650,0
3651,4
3652,1
3653,3
3654,0
3655,0
3656,2
3657,2
3658,2
3659,0
3660,1
3661,2
3662,2
3663,2
3664,2
3665,0
3666,3
3667,0
3668,0
3669,0
3670,0
3671,1
3672,0
3673,2
3674,2
3675,3
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,2
3685,3
3686,0
3687,2
3688,2
3689,1
3690,2
3691,1
3692,1
3693,0
3694,2
3695,0
3696,0
3697,3
3698,1
3699,3
3700,1
3701,0
3702,3
3703,2
3704,4
3705,2
